"Country","Region","Year","GDP","Score"
Singapore,Southeastern Asia,2015,43.82032598590233,11.822241118773118
Congo (Brazzaville),null region,2016,8.116295363401544,5.065052554041398
Serbia,Central and Eastern Europe,2020,18.48156984825854,9.813978417883588
Myanmar,Southeastern Asia,2019,14.998110203538033,5.029145035628522
Israel,null region,2021,23.333828995156605,5.8247899481749545
Romania,Central and Eastern Europe,2017,39.703144656616026,9.701548310879428
Iraq,Middle East and Northern Africa,2021,35.94085665175555,8.753117198967022
Belarus,null region,2016,18.795822479994154,4.586166274617588
Kosovo,Central and Eastern Europe,2019,20.239281842408406,8.122177429538477
Slovakia,null region,2015,37.8241780798661,9.757939285467046
Liberia,null region,2017,4.280218285139568,3.602919514099643
Kuwait,Middle East and Northern Africa,2019,1.807837707734482,3.2723578383482383
Netherlands,Western Europe,2020,29.100744605810807,7.342943784218673
Thailand,Southeastern Asia,2017,42.64124295214716,6.443720977721487
Mongolia,Eastern Asia,2017,3.591877995475014,6.417475577523074
Nepal,Southern Asia,2016,14.832598536946275,5.249148478357385
Sierra Leone,Sub-Saharan Africa,2018,2.6431333097796097,5.982004792844113
Maldives,null region,2021,11.327490422348326,2.6924839920030017
Germany,Western Europe,2021,40.81527420931528,4.632766052716604
Rwanda,Sub-Saharan Africa,2020,6.4318937746636,2.9400458044347975
United Kingdom,Western Europe,2021,7.065498150117405,2.181390480694423
Gabon,Sub-Saharan Africa,2016,32.63616590000217,5.706177383939487
Taiwan Province of China,-,2017,41.75164277816491,1.8130622121124857
Mexico,Latin America and Caribbean,2018,1.1878585268280148,8.820042916194327
Cambodia,Southeastern Asia,2019,6.255668775733014,8.88691107877553
Iraq,Middle East and Northern Africa,2017,11.258769627241485,9.156345778501498
Slovenia,Central and Eastern Europe,2021,4.974631808079782,5.734349507089047
Italy,null region,2018,36.63330456537071,0.038953996111047044
Kyrgyzstan,Central and Eastern Europe,2021,6.512654818876598,2.7659056608863857
Venezuela,Latin America and Caribbean,2015,42.380064027182996,5.6864056437404
Belgium,Western Europe,2019,31.813093439642728,11.40973151903679
Gambia,-,2020,6.670661681674299,5.31728377270792
Comoros,null region,2021,28.03282740032609,6.333681218612008
Slovenia,Central and Eastern Europe,2020,41.72445310578293,4.604630977780398
Finland,null region,2021,42.64808870018981,17.89298383656519
Azerbaijan,Central and Eastern Europe,2021,34.516694538599296,5.775186197947525
Iraq,Middle East and Northern Africa,2021,3.3435904288583314,1.9124181672442189
Italy,null region,2015,39.03091405721811,11.956931559551984
Japan,Eastern Asia,2018,14.959977892024542,5.753860629618796
Pakistan,Southern Asia,2016,26.166180020768824,0.3652940875872568
Germany,Western Europe,2016,50.20037381371471,1.8168382142057253
Kazakhstan,Central and Eastern Europe,2017,16.429459933373998,9.780578280707855
Uruguay,null region,2017,28.6906837902953,11.205503691267388
Madagascar,Sub-Saharan Africa,2019,3.450662290364253,7.728682928089399
Greece,null region,2015,44.00584033255347,3.870547727979828
Turkmenistan,Central and Eastern Europe,2015,41.24897980711311,3.8681931857420944
Gabon,Sub-Saharan Africa,2018,23.97619228202257,1.7075264809640547
Iceland,Western Europe,2020,39.490753527482894,2.273297629986643
Tanzania,Sub-Saharan Africa,2018,13.553409400801485,2.1399549735314043
Belgium,Western Europe,2017,46.77231310640542,11.115423019207036
Senegal,Sub-Saharan Africa,2017,5.771791991923856,8.419014252339018
Belarus,null region,2017,16.242283372114827,4.1929642890154195
Argentina,Latin America and Caribbean,2020,23.50645974285001,1.236112795669553
Niger,Sub-Saharan Africa,2021,3.8204227117579292,8.224461099502882
Sierra Leone,Sub-Saharan Africa,2015,9.468343443548221,8.76511244354868
Libya,null region,2021,29.939892645165106,6.654346615755035
Central African Republic,Sub-Saharan Africa,2015,0.17966878282421025,2.902133471886103
Peru,Latin America and Caribbean,2018,11.304977942033702,7.455992712748403
Ethiopia,null region,2021,21.534355394559068,3.777045252408377
Hong Kong S.A.R. of China,East Asia,2021,19.346535685890323,0.1927548253182136
North Cyprus,null region,2016,5.938114373563954,6.764165137340747
Honduras,null region,2015,0.26482787873313873,9.894793805935473
Bolivia,Latin America and Caribbean,2015,7.06548884054877,9.812890109766014
Bhutan,Southern Asia,2019,18.915574546497872,5.444539869074529
Angola,Sub-Saharan Africa,2016,16.75332884122798,2.181522331381856
Somalia,Sub-Saharan Africa,2018,0.0,5.159948083315614
India,null region,2020,2.6589406515444862,5.184618920312207
Slovenia,Central and Eastern Europe,2018,42.94910671749829,1.8281859473426711
Serbia,Central and Eastern Europe,2019,17.91446623704917,1.5030896930603297
Singapore,Southeastern Asia,2020,50.34971585662205,11.72609219385636
Bangladesh,null region,2017,10.104865714146023,3.2133264630766942
Madagascar,Sub-Saharan Africa,2018,14.894380070649326,4.515146066931138
Zambia,Sub-Saharan Africa,2017,15.036699136405492,6.555758010122585
Chile,null region,2017,23.23576103256242,11.634193391281881
Honduras,null region,2020,13.65127038367531,0.9718542911463985
Vietnam,Southeastern Asia,2015,19.485254065549515,5.158936017148095
Zimbabwe,Sub-Saharan Africa,2018,14.032169578901959,4.287451380479783
Togo,Sub-Saharan Africa,2019,3.6524580088441096,3.7843216381808626
Gabon,Sub-Saharan Africa,2021,39.36246169671523,3.7077976505769383
Finland,null region,2019,36.15120289578354,1.9714001461312178
Russia,null region,2020,35.543538100437345,4.400863010031489
Ecuador,Latin America and Caribbean,2020,23.766062088188477,6.890920611474946
Bhutan,Southern Asia,2015,11.035027939125882,4.534678811495471
Venezuela,Latin America and Caribbean,2018,9.592700656157586,2.0914058764739654
Nepal,Southern Asia,2019,9.203153147779723,3.702206762469726
Singapore,Southeastern Asia,2016,53.053925454603856,4.335385697163641
Pakistan,Southern Asia,2015,34.95218728310203,1.7265599691696296
Dominican Republic,null region,2015,17.296804554505986,7.23512841624573
Laos,Southeastern Asia,2019,2.049192096744311,5.703115115113508
Latvia,Central and Eastern Europe,2020,0.4961187930074592,3.3201685135290564
Dominican Republic,null region,2021,66.60778696184374,3.202591004896659
Iceland,Western Europe,2015,71.53629151932563,11.877990510189173
Lebanon,null region,2018,32.17494437798887,8.647333380717496
Australia,Australia and New Zealand,2016,69.28631612996837,2.390052877968386
Belize,Latin America and Caribbean,2018,32.7802771890417,5.401950576447523
El Salvador,null region,2019,33.50835599298642,5.037289879561767
Ghana,Sub-Saharan Africa,2016,35.15342155614741,4.566776629898069
Hong Kong,null region,2019,54.21884527997253,6.90764871363583
Argentina,Latin America and Caribbean,2017,16.62694394318474,4.945035873543009
Zambia,Sub-Saharan Africa,2021,2.314399005536851,3.5515233348151267
Peru,Latin America and Caribbean,2017,23.205604709251528,6.331098746856666
Rwanda,Sub-Saharan Africa,2015,5.5654525070534895,4.259145313873594
Angola,Sub-Saharan Africa,2015,45.54092976328685,1.595966074093242
Namibia,Sub-Saharan Africa,2020,5.0754021360271855,5.579173304224888
Spain,null region,2016,45.75148198113123,11.791918926254576
Nicaragua,Latin America and Caribbean,2018,35.06095103701618,5.899342689172027
Venezuela,Latin America and Caribbean,2020,8.179557130694876,2.7881752162458158
Slovakia,null region,2019,0.6079174664892365,2.336775955886776
Mauritania,Sub-Saharan Africa,2018,12.015769038807523,6.990994840633789
Benin,Sub-Saharan Africa,2016,22.66893984723717,2.281178450354696
Finland,null region,2021,66.65095241688208,10.192866016460018
Philippines,null region,2019,22.751076391714168,2.9797847800356747
North Macedonia,null region,2019,28.410503658597293,7.839413211825751
Canada,null region,2017,10.701591187464489,8.808841492453794
Turkmenistan,Central and Eastern Europe,2016,13.428559368819947,2.394414750055094
Iran,Middle East and Northern Africa,2021,29.84930429580604,7.4965137671650615
Central African Republic,Sub-Saharan Africa,2019,0.5655072847705778,2.853566095850275
Mauritius,Sub-Saharan Africa,2015,39.63225458131654,7.533382292922095
United Kingdom,Western Europe,2015,16.20761326291822,3.433523776338306
Cameroon,null region,2021,5.129515155891589,2.1582444650895587
Kazakhstan,Central and Eastern Europe,2018,32.69449678719449,5.598709121533214
Gabon,Sub-Saharan Africa,2015,27.346506078833915,7.148923300749996
Dominican Republic,null region,2015,5.788776448402534,4.607240111872874
Costa Rica,Latin America and Caribbean,2021,12.551077996307653,3.6936912268176143
Lebanon,null region,2016,31.75469879415575,1.0358466300717224
Mongolia,Eastern Asia,2019,27.178113413627234,2.689243966396464
Belize,Latin America and Caribbean,2018,8.770292387464856,9.054977433575548
Nigeria,null region,2020,27.300836433994803,4.652037631203649
Malawi,Sub-Saharan Africa,2021,3.7102796697412295,5.742782239850403
Turkmenistan,Central and Eastern Europe,2020,37.20042681105201,4.619134340610311
Tajikistan,null region,2019,16.926090058588784,6.107935942248087
Kyrgyzstan,Central and Eastern Europe,2017,11.328847690663428,6.528508238726215
Puerto Rico,null region,2016,50.95400305172114,3.6783048457296763
Philippines,null region,2018,23.786758103374126,9.205643814860302
Saudi Arabia,null region,2019,37.23282297043104,9.516302306894042
Kosovo,Central and Eastern Europe,2017,22.040664528695302,0.7700144939701984
Thailand,Southeastern Asia,2018,25.83377816255141,7.532228363269811
Malaysia,Southeastern Asia,2017,29.75412606382404,6.152144956243723
Belgium,Western Europe,2018,23.014355275546656,8.438803806293656
United States,North America,2016,56.321202852752144,2.8145588008889963
Mauritius,Sub-Saharan Africa,2021,34.49518372331658,1.2221854555333622
Poland,Central and Eastern Europe,2017,54.963869427350346,12.644231596483174
Belarus,null region,2015,29.69222924082266,9.130092612650492
Albania,Central and Eastern Europe,2016,24.455909648009133,4.376551833936931
Mongolia,Eastern Asia,2021,7.94416467753232,4.50032207821891
Indonesia,Southeastern Asia,2016,4.12661692943672,3.6507368583475084
Croatia,Central and Eastern Europe,2016,43.10227518880375,9.292538017739247
Belarus,null region,2019,25.293898523885595,5.411210659989737
Namibia,Sub-Saharan Africa,2020,4.31817421319921,9.077365054824377
Austria,null region,2017,34.7503647430198,8.601771665142174
Central African Republic,Sub-Saharan Africa,2017,0.0,3.3359107570182873
Togo,Sub-Saharan Africa,2015,2.6296547803522845,0.1992289258877364
Switzerland,Western Europe,2017,43.39791786216559,14.103937938976165
Paraguay,Latin America and Caribbean,2021,21.567229734321486,7.9984284809078865
Belgium,Western Europe,2016,33.911381908297884,10.557610530017795
Congo (Kinshasa),Sub-Saharan Africa,2017,1.7249297001617545,2.1766401124959662
Turkmenistan,Central and Eastern Europe,2017,10.112152548387224,5.939443631010615
Malta,null region,2015,32.75626782249693,4.994444202449759
Bolivia,Latin America and Caribbean,2021,46.47496189944958,5.659931917505166
Kazakhstan,Central and Eastern Europe,2017,38.16929295227744,6.150983126196199
Somaliland region,Sub-Saharan Africa,2015,8.985209237774823,7.046770380712444
Botswana,null region,2019,22.497369535284083,4.124352383896377
Congo (Brazzaville),null region,2015,44.6250239449018,5.133567439873175
Myanmar,Southeastern Asia,2017,4.561803415937145,3.4339339932282784
Spain,null region,2018,12.81343716346411,10.71535123547931
Guatemala,Latin America and Caribbean,2021,23.38739302643529,14.759505251116655
New Zealand,Australia and New Zealand,2016,31.27451499837911,9.725242929358107
Burkina Faso,Sub-Saharan Africa,2015,9.615417021979953,5.220183352351051
Sweden,Western Europe,2016,71.45518297391399,4.245156496573681
Yemen,Middle East and Northern Africa,2016,29.339398252165257,1.575565154835702
Poland,Central and Eastern Europe,2019,41.23123525280339,1.9936911296915727
Slovenia,Central and Eastern Europe,2017,44.87361657168829,6.391815672129277
Saudi Arabia,null region,2015,26.690005371564673,2.9255779655724012
Jordan,null region,2016,17.83035197423663,8.421199098703465
Nepal,Southern Asia,2016,11.998180322439762,2.0371456653300046
Paraguay,Latin America and Caribbean,2020,22.485849175621148,4.161161969008943
Japan,Eastern Asia,2018,39.027541255117306,7.042296451185752
Sri Lanka,Southern Asia,2015,27.602597183438547,2.387177526143568
Chile,null region,2018,34.85855015850634,5.50044789743038
Tajikistan,null region,2017,30.30261174861764,6.66793619873974
Pakistan,Southern Asia,2018,28.935821581004255,8.104589806060083
Macedonia,Central and Eastern Europe,2016,21.782817995703788,7.281258025964386
Ireland,Western Europe,2015,9.516079688799014,4.372493467863981
Denmark,Western Europe,2016,9.58436385918912,12.84273720284049
Turkey,Middle East and Northern Africa,2017,31.934754850183303,5.012312480113703
Poland,Central and Eastern Europe,2020,35.117944689009114,7.502786432750006
Cambodia,Southeastern Asia,2018,13.521291031467493,5.830632276655848
Botswana,null region,2020,10.856524120529556,5.500699314232508
Spain,null region,2020,55.93146139167968,7.603623507532174
Cameroon,null region,2020,10.131276146862882,5.181474797981549
Russia,null region,2018,4.689736794742608,3.265582043603068
Zimbabwe,Sub-Saharan Africa,2015,4.354523929878855,2.5653104741331383
Mauritania,Sub-Saharan Africa,2016,13.025043998885243,3.9478118006406357
Burkina Faso,Sub-Saharan Africa,2018,4.4397754250712005,5.459223339322531
Argentina,Latin America and Caribbean,2020,13.126515393294998,7.885830430728565
Nepal,Southern Asia,2020,4.511535497934332,7.1405473515515165
Egypt,null region,2021,18.684600780372804,3.2733930649666103
Belarus,null region,2021,48.58548524077007,8.27442835390737
India,null region,2018,7.959455740290968,1.8270871441782854
South Africa,Sub-Saharan Africa,2018,37.661836037603486,4.516232672672614
Uzbekistan,Central and Eastern Europe,2015,44.76823572641689,7.030343351279386
Estonia,null region,2021,17.10506127364466,4.5633297292456785
Rwanda,Sub-Saharan Africa,2021,8.702619994092073,1.6619029115139459
Malta,null region,2020,55.83971882163402,3.429987959280574
Luxembourg,Western Europe,2021,6.48528422614868,3.2968153797109823
Armenia,Central and Eastern Europe,2016,12.917591463088138,7.733017464914808
Congo (Brazzaville),null region,2017,2.5053773640816788,8.044045686904273
Slovenia,Central and Eastern Europe,2018,26.724768141610465,10.239985062835672
Malaysia,Southeastern Asia,2019,33.25778950739963,3.356485474967478
Kosovo,Central and Eastern Europe,2021,29.28524962693525,10.299945165690152
Belize,Latin America and Caribbean,2017,19.286175755230154,8.953889584184633
Afghanistan,null region,2017,24.025780740138565,3.70778857300103
Mozambique,null region,2015,3.8497660878861337,10.664081214175626
Kosovo,Central and Eastern Europe,2021,17.882840094759864,0.751737984312699
Costa Rica,Latin America and Caribbean,2016,19.530592315262407,5.734008069316753
Gambia,-,2020,6.88293725453904,6.25751914444106
Brazil,Latin America and Caribbean,2019,20.511126971055532,7.290184105461188
Ukraine,Central and Eastern Europe,2016,14.923167717133412,6.271555069314468
Malaysia,Southeastern Asia,2017,31.553310667545855,2.729304858534552
Bahrain,Middle East and Northern Africa,2018,41.05416623946685,8.857797397909849
